title,composedby,key,timesig,bars,chordprog,key_tonic_pc,key_mode,key_estimada,key_score,num_tokens,funcional_prog
Kathy's Waltz,Dave Brubeck,Bb,3 4,36,"F7 | Bb7 | EbM7 | Ab7 |
BbM7 | Gm7 | Eb | Dm7 Dm7 G7 |
A7b9 | Dm7 | G7 | Cm7 Cm7 Ebm6 |
BbM7 | Gm7 | C9 | Ebm6 |
BbM7 | Bb+ | Gm | Bb7 |
Eb | Dm7 | Ebm6 | Ebm6 |
F7 | Bb7b5 | EbM7 | Ab7 |
BbM7 | Gm7 | Dm7 | G7b9 |
Cm7 | F7 | Bb | Bb |",10,major,Bb,55.79999999999998,40,V7 V/IV IV bVII7 I vi IV iii iii VI7 V/III iii V/II ii ii iv I vi II7 iv I I7 vi V/IV IV iii iv iv V7 V/IV IV bVII7 I vi iii V/II ii V7 I I
It's A Lonesome Old Town,Harry Tobias and Charles Kisco,Bb,4 4,48,"Go7 Gm | Gm | D7b5 D7 | D7 |
Cm6 | D7b9 D+ | Gm Eb | G7 |
Cm Cm Cm G7 | Cm | Gm | Gm |
A7 | Eb7 | D7 Eb7b5 | D7 D7 Gm D7 |
Go7 Gm | Gm | D7b5 D7 | D7 D7 F#m D7 |
Cm6 | D7b9 D+ | Gm Eb7 | D7 D7 Gm D7 |
Go7 Gm | Gm | D7b5 D7 | D7 |
Cm6 | D7b9 D+ | Gm Eb | G7 |
Cm Cm Cm G7 | Cm | Gm | Gm |
A7 | Eb7 | D7 Eb7b5 | D7 D7 Gm D7 |
Go7 Gm | Gm | D7b5 D7 | D7 D7 F#m D7 |
Cm6 | D7b9 D+ | Gm Cm | Gm |",7,minor,Gm,146.80000000000004,87,io i i V7 V7 V7 iv V7 V7 i VI V/IV iv iv iv V/IV iv i i II7 Vsub/V V7 Vsub/V V7 V7 i V7 io i i V7 V7 V7 V7 vii V7 iv V7 V7 i Vsub/V V7 V7 i V7 io i i V7 V7 V7 iv V7 V7 i VI V/IV iv iv iv V/IV iv i i II7 Vsub/V V7 Vsub/V V7 V7 i V7 io i i V7 V7 V7 V7 vii V7 iv V7 V7 i iv i
Just Friends,John Klenner,F,4 4,32,"BbM7 | BbM7 | Bbm7 | Eb7 |
FM7 | FM7 | Abm7 | Db7 |
Gm7 | C7 | Em7b5 A7alt | Dm7 |
G7#11 | G7#11 | Gm7 C7 | Cm7 F7 |
BbM7 | BbM7 | Bbm7 | Eb7 |
FM7 | FM7 | Abm7 | Db7 |
Gm7 | C7 | Em7b5 A7alt | Dm |
G7 | C7 | FM7 | Cm7 F7 |",5,major,F,47.09999999999999,37,IV IV iv bVII7 I I biii bVI7 ii V7 viiø V/VI vi II7 II7 ii V7 v V/IV IV IV iv bVII7 I I biii bVI7 ii V7 viiø V/VI vi V/V V7 I v I7
If I Love Again,BenOakland,F,4 4,36,"F | C7sus4 C7 | F | C7sus4 C7 |
F7 Cm7 D7b9 D7b9 | Gm7 | C7b9 | F |
Dm | Gm | Dm | Am7b5 G7 |
Cm | F9 F9 G7#5b9 G9#5 | C Bb/C | C7 C7+ |
F | C7sus4 C7 | F | C7sus4 C7 |
F7 Cm7 D7b9 D7b9 | Gm7 | C7b9 | F |
Dm | Dm7 | Dm6 | Bbm6 |
F | C7sus4 C7 | Am7b5 | D7 |
Bbm | Go7 Gb6 | F | F |",5,major,F,72.4,54,I V7 V7 I V7 V7 I7 v VI7 V/II ii V7 I vi ii vi iiiø V/V v I7 I7 II7 V/V V IV V7 V7 I V7 V7 I V7 V7 I7 v VI7 V/II ii V7 I vi vi vi iv I V7 V7 iiiø VI7 iv iio bII I I
In the Days of Our Love,Marian McPartland,C,4 4,96,"Am E7b9 | Am7 Am7 Dm7 G7 | CM7 | E7b9 |
Am E7b9 | Am7 Am7 Dm7 G7 | CM7 FM7 | E7b9 |
Am11 Am | FM7 | D7 | Dm7 F/G |
CM7 | FM7 | C#m | Dm7 |
Esus | Am7 E7b9 | Am7 Am7 Dm7 G7 | CM7 |
E7b9 | Am | F/A | Am6 |
D7#11 | F/G G7 | CM7 FM7 | Bm7b5 BbM7#11 |
Am7 F/A | Am7 D7 F/G F/G | CM7 FM7 | Bm7 BbM7#11 |
Am11 | Am | FM7 | C#m |
Dm7 Dm7/C | Bm7b5 E7b9 | Am7 | E7b9/A |
Am7 D7 | Dm7 G7 | CM7 FM7 | Bm7b5 E7#9 |
Am | Bm7b5 D/E | Am E7b9 | Am7 Am7 Dm7 G7 |
CM7 | E7b9 | Am E7b9 | Am7 Am7 Dm7 G7 |
CM7 FM7 | E7b9 | Am11 Am | FM7 |
D7 | Dm7 F/G | CM7 | FM7 |
C#m | Dm7 | Esus | Am7 E7b9 |
Am7 Am7 Dm7 G7 | CM7 | E7b9 | Am |
F/A | Am6 | D7#11 | F/G G7 |
CM7 FM7 | Bm7b5 BbM7#11 | Am7 F/A | Am7 D7 F/G F/G |
CM7 FM7 | Bm7 BbM7#11 | Am11 | Am |
FM7 | C#m | Dm7 Dm7/C | Bm7b5 E7b9 |
Am7 | E7b9/A | Am7 D7 | Dm7 G7 |
CM7 FM7 | Bm7b5 E7#9 | Am | FM7/A |
C#m CM7 | Bm7 BbM7#11 | AM7 | AM7 |",9,minor,Am,260.4000000000001,159,i V7 i i iv V/III III V7 i V7 i i iv V/III III VI V7 i i VI IV7 iv VI III VI natiii iv V7 i V7 i i iv V/III III V7 i VI i IV7 VI V/III III VI iiø bII i VI i IV7 VI VI III VI ii bII i i VI natiii iv iv iiø V7 i V7 i IV7 iv V/III III VI iiø V7 i iiø IV i V7 i i iv V/III III V7 i V7 i i iv V/III III VI V7 i i VI IV7 iv VI III VI natiii iv V7 i V7 i i iv V/III III V7 i VI i IV7 VI V/III III VI iiø bII i VI i IV7 VI VI III VI ii bII i i VI natiii iv iv iiø V7 i V7 i IV7 iv V/III III VI iiø V7 i VI natiii III ii bII I I
Muezzin',Pepper Adams,G,4 4,32,"Fm69 | Fm69 | Abm7 | Db7 |
Am7 | D7 | GM7 | Gm7b5 C7b9 |
Fm69 | Fm69 | Abm7 | Db7 |
Am7 | D7 | GM7 | NC |
Dm7 | G7 | CM7 | Cm7 F7 |
BbM7 | Am7 D7b9 | Gm7b5 | C7b9 |
Fm69 | Fm69 | Abm7 | Db7 |
Am7 | D7 | GM7 | GM7 |",7,major,G,30.0,34,bvii bvii bii #IV7 ii V7 I iø IV7 bvii bvii bii #IV7 ii V7 I v V/IV IV iv bVII7 bIII ii V7 iø IV7 bvii bvii bii #IV7 ii V7 I I
Lost in the Stars,Kurt Weill,G,4 4,42,"GM7 Bbo7 | Am7 D7 | GM7 E7#5 | Am7 D7 |
GM7 CM7 | GM7 | Em7 A7 | Am7 D7 |
GM7 Bbo7 | Am7 D7 | GM7 E7#5 | Am7 D7 |
GM7 CM7 | GM7 E7 | A7 D7 | G6 |
Cm7 F7 | Dm7 Gm7 | Cm7b5 F7 | BbM7 Gm7 |
Cm7 F7 | BbM7 Gm7 | Cm7b5 F7 | E7 E7 Eb7 D7 |
GM7 Bbo7 | Am7 D7 | GM7 E7#5 | Am7 D7 |
GM7 G7sus4 | C6 F7 | GM7 G7sus4 | C6 F7 |
D7 | GM7 | Em7 Eb7 | GM7 Bbo7 |
D7 | GM7 | Em7 Eb7 | GM7 Bbo7 |
D7 | GM7 GM7 Am7 D7 |",7,major,G,103.89999999999996,81,I biiio ii V7 I V/II ii V7 I IV I vi II7 ii V7 I biiio ii V7 I V/II ii V7 I IV I V/II V/V V7 I iv bVII7 v i ivø bVII7 bIII i iv bVII7 bIII i ivø Vsub/VI VI7 VI7 Vsub/V V7 I biiio ii V7 I V/II ii V7 I V/IV IV bVII7 I V/IV IV bVII7 V7 I vi bVI7 I biiio V7 I vi bVI7 I biiio V7 I I ii V7
Just The Two Of Us,"Ralph MacDonald, William Salter, Bill Withers",Db,4 4,24,"DbM7 C7b9 | Fm7 Fm7 Ebm7 Ab7 | DbM7 C7b9 | Fm7 |
DbM7 C7b9 | Fm7 Fm7 Ebm7 Ab7 | DbM7 C7b9 | Fm7 |
DbM7 C7b9 | Fm7 Em7 Ebm7 Ab7 | DbM7 C7b9 | Fm7 |
DbM7 C7b9 | Fm7 Em7 Ebm7 Ab7 | DbM7 C7b9 | Fm7 |
DbM7 DbM7 Gm7/C C7 | BM7 BM7 Fm7/Bb Bb7 | AM7 AM7 Ebm7/Ab Ab7 | DbM7 Gb7 |
DbM7 DbM7 Gm7/C C7 | BM7 BM7 Fm7/Bb Bb7 | AM7 AM7 Ebm7/Ab Ab7 | DbM7 Gb7 |",1,major,Db,81.60000000000002,64,I V/III iii iii ii V7 I V/III iii I V/III iii iii ii V7 I V/III iii I V/III iii biii ii V7 I V/III iii I V/III iii biii ii V7 I V/III iii I I #iv VII7 bVII bVII iii VI7 bVI bVI ii V7 I IV7 I I #iv VII7 bVII bVII iii VI7 bVI bVI ii V7 I IV7
I'll Be Home For Christmas,Kim Gannon and Walter Kent,C,4 4,32,"C | Co7 | Dm7 G7 | Dm7 G7 |
Am | Gm Gm Gm A7 | Dm7 | Dm7 |
Dm | Fm Fm Fm G7 | C C C G/B | Am |
Am D7 | Am7 Am7 Am7 D7 | G7 | Dm7 Dm7 Dm7 G7 |
C | Co7 | Dm7 G7 | Dm7 G7 |
Am | Gm Gm Gm A7 | Dm | Dm |
Dm | Fm | C Gm | A7 |
Dm7 | Dm7 G7 | C | Dm7 G7 |",0,major,C,85.60000000000001,58,I io ii V7 ii V7 vi v v v V/II ii ii ii iv iv iv V7 I I I V vi vi II7 vi vi vi V/V V7 ii ii ii V7 I io ii V7 ii V7 vi v v v V/II ii ii ii iv I v V/II ii ii V7 I ii V7
If I Give My Heart To You,"Jimmie Crane, Al Jacobs, and Jimmy Brewster",C,4 4,32,"C CM7 | C6 | Dm7 | G7 |
Dm7 G7 | Dm7 G7 | C C#o7 | Dm7 G7 |
C CM7 | C6 | Dm7 | G7 |
Dm7 G7 | Dm7 G7 | C F6 | C |
F | F#o7 | C/G | A9 |
Dm7 | D9 | Dm7 Fm6 | G7 |
C CM7 | C6 | Dm7 | G7 |
Dm7 G7 | Dm7 G7 | C Fm7 | C69 |",0,major,C,81.6,46,I I I ii V7 ii V7 ii V7 I biio ii V7 I I I ii V7 ii V7 ii V7 I IV I IV #ivo I V/II ii II7 ii iv V7 I I I ii V7 ii V7 ii V7 I iv I
It's Too Late,Carole King,C,4 4,62,"Am7 | D6 | Am7 | D6 |
Am7 | Gm7 | FM7 | FM7 |
BbM7 | FM7 | BbM7 | FM7 |
BbM7 | FM7 | Dm7 FM7 | E7sus Em7 |
Am7 | D6 | Am7 | D6 |
Am7 | D6 | Am7 | D6 |
Am7 | Gm7 | FM7 | FM7 |
BbM7 | FM7 | BbM7 | FM7 |
BbM7 | FM7 | Dm7 FM7 | E7sus Em7 |
Am7 | D6 | Am7 | D6 |
Am7 | D6 | Am7 | D6 |
Am7 | Gm7 | FM7 | FM7 |
BbM7 | FM7 | BbM7 | FM7 |
BbM7 | FM7 | Dm7 FM7 | G7sus G7 |
CM7 | FM7 | CM7 | FM7 |
CM7 | CM7 |",5,major,F,105.20000000000006,68,iii VI iii VI iii ii I I IV I IV I IV I vi I VII7 vii iii VI iii VI iii VI iii VI iii ii I I IV I IV I IV I vi I VII7 vii iii VI iii VI iii VI iii VI iii ii I I IV I IV I IV I vi I II7 V/V V I V I V V
Lennie's Pennies,Lennie Tristano,Eb,4 4,32,"Cm6 | Cm6 | D7 | Db7 |
Cm6 | Cm6 | D7 | G7 |
Gm7b5 | C7 | Fm6 | Fm6 |
Cm6 | D7 | D7 | G7 |
Cm6 | Cm6 | D7 | G7b9 |
C7 | C7 | Fm6 | Fm6 |
Fm6 | Dm7b5 | Cm6 | A7 |
Dm7b5 | G7 | Cm6 | G7 |",0,minor,Cm,46.19999999999999,32,i i II7 bII7 i i V/V V7 vø V/IV iv iv i II7 V/V V7 i i V/V V7 I7 V/IV iv iv iv iiø i V/II iiø V7 i V7
My Buddy,Walter Donaldson and Gus Kahn,G,3 4,32,"GM7 | G#o7 | Am7 | D7 |
G6 | Bbo7 | Am7 | D7 |
G6 | G6 G6 G7/F | E7 | E7 |
Am7 | A7 | Am7 | D7 |
GM7 | G#o7 | Am7 | D7 |
G6 | Bbo7 | Am7 | D7 |
G6 | G6 G6 G7/F | E7 | E7 |
Am7 | D7 | G6 | G6 |",7,major,G,52.79999999999999,36,I biio ii V7 I biiio ii V7 I I I I7 VI7 V/II ii II7 ii V7 I biio ii V7 I biiio ii V7 I I I I7 VI7 V/II ii V7 I I
Hay Burner,Sammy Nestico,F,4 4,34,"F Am7 | Bb Gm7/C | Dm7 Am7 | Eb C7 |
F Am7 | Gm7 Bb Am7 Dm7 | G7b9 Gm7/C | F Bb Am7 Gm7 |
F Am7 | Bb Gm7/C | Dm7 Am7 | Eb C7 |
F Am7 | Gm7 Bb Am7 Dm7 | G7b9 Gm7/C | F6 F7 |
Bb Bo7 | F6 F7 | Bb Bo7 | F6 F7 |
Bb Bo7 | F6 D7 | G7#11 | Gm7/C |
F Am7 | Bb Gm7/C | Dm7 Am7 | Eb C7 |
F Am7 | Gm7 Bb Am7 Dm7 | G7b9 Gm7/C | F6 D7alt |
G7b9 Gm7/C | F6 F6 Gm7 C7 |",5,major,F,124.00000000000004,76,I iii IV ii vi iii bVII V7 I iii ii IV iii vi II7 ii I IV iii ii I iii IV ii vi iii bVII V7 I iii ii IV iii vi II7 ii I V/IV IV #ivo I V/IV IV #ivo I V/IV IV #ivo I V/II II7 ii I iii IV ii vi iii bVII V7 I iii ii IV iii vi II7 ii I V/II II7 ii I I ii V7
Oleo,Sonny Rollins,Bb,4 4,32,"Bb6 Gm7 | Cm7 F7 | Bb6 Gm7 | Cm7 F7 |
Fm7 Bb7 | EbM7 Ebm7 | Dm7 G7 | Cm7 F7 |
Bb6 Gm7 | Cm7 F7 | Bb6 Gm7 | Cm7 F7 |
Fm7 Bb7 | EbM7 Ebm7 | Dm7 G7 | Cm7 F7 Bb6 Bb6 |
D7 | D7 | G7 | G7 |
C7 | C7 | F7 | F7 |
Bb6 Gm7 | Cm7 F7 | Bb6 Gm7 | Cm7 F7 |
Fm7 Bb7 | EbM7 Ebm7 | Dm7 G7 | Cm7 F7 Bb6 Bb6 |",10,major,Bb,91.2,60,I vi ii V7 I vi ii V7 v V/IV IV iv iii V/II ii V7 I vi ii V7 I vi ii V7 v V/IV IV iv iii V/II ii V7 I I III7 V/VI VI7 V/II II7 V/V V7 V7 I vi ii V7 I vi ii V7 v V/IV IV iv iii V/II ii V7 I I
Sleepy Time Gal,A. Lorenzo and R.A. Whiting,G,4 4,32,"G | G G G Eb7 | D7 | D7 |
D7 | D7 | GM7 | G G F#7 F7 |
E7 | E7 C#m Ao7 E7 | A9 | A9 A7 F#m A7 |
F#m | F#m | D7 | D7 D7 D7 D9+ |
G | G G G Eb7 | D7 | D7 |
D7 | D7 B7 | B7 Em | Em Em Cm6 Gm |
A7 | A7 | G Dm6 | E7 E7 Dm E7 |
Am Cm6 | D7 | G7 G7 G7 Go7 | D7 D7 C D7 |",7,major,G,81.90000000000003,66,I I I I Vsub/V V7 V7 V7 V7 I I I VII7 Vsub/VI VI7 VI7 #iv iio V/II II7 II7 II7 vii II7 vii vii V7 V7 V7 V7 V7 I I I I Vsub/V V7 V7 V7 V7 III7 V/VI vi vi vi iv i II7 II7 I v VI7 VI7 v V/II ii iv V7 I7 I7 I7 io V7 V7 IV V7
St. Louis Blues,W.C. Handy,G,4 4,52,"G | C7 | G | G7 |
C7 | C7 | G | G |
D7 | C7 | G | D7 |
G | C7 | G | G7 |
C7 | C7 | G | G |
D7 | C7 | G | D7 |
Gm | Gm | D7b9 | D7b9 |
Am7b5 | D7b9 | Gm | Gm D7 |
Gm | Gm | D7b9 | D7b9 |
Am7b5 | D7b9 | Gm7 A7 | D7 |
G | C7 | G | G7 |
C7 | C7 | G | G |
D7 | C7 | G | G |",7,major,G,67.99999999999997,54,I IV7 I V/IV IV7 IV7 I I V7 IV7 I V7 I IV7 I V/IV IV7 IV7 I I V7 IV7 I V7 i i V7 V7 iiø V7 i i V7 i i V7 V7 iiø V7 i V/V V7 I IV7 I V/IV IV7 IV7 I I V7 IV7 I I
Those Lazy Hazy Crazy Days of Summer,Charles Tobias and Hans Carste,G,4 4,40,"G | G | A7 | A7 |
D7 | Am7 Am7 Am7 D7 | G | Go7 D7 |
G | G | A7 | A7 |
D7 Am7 | D7 | G | G |
B7 | B7 | B7 | B7 |
B7 | B7 | Em | Em |
A7 | Em7 Co7 | A7 | A7 |
A7 | A7 | D7 G | Go7 D7 |
G | G | A7 | A7 |
D7 Am7 | D7 | G | G |",7,major,G,65.99999999999997,49,I I II7 V/V V7 ii ii ii V7 I io V7 I I II7 V/V V7 ii V7 I I III7 III7 III7 III7 III7 V/VI vi vi II7 vi ivo II7 II7 II7 V/V V7 I io V7 I I II7 V/V V7 ii V7 I I
When I'm Sixty-Four,John Lennon and Paul McCartney,Bb,4 4,32,"Bb | Bb | Bb | F7 |
F7 | F7 | F7 | Bb |
Bb | Bb | Bb7 | Eb |
Eb Gb7 | Bb G7 | C7 F7 | Bb |
Gm | Gm Gm Gm Eb | F | Gm |
Gm | Gm | D Gm D D7 | D7 Gm D D7 |
Gm | Gm | Cm | Cm |
Eb | F F9 | Bb | Bb |",10,major,Bb,70.69999999999999,45,I I I V7 V7 V7 V7 I I I V/IV IV IV bVI7 I V/II V/V V7 I vi vi vi vi IV V vi vi vi III vi III III7 V/VI vi III V/VI vi vi ii ii IV V V7 I I
What Am I Here For?,Duke Ellington,Bb,4 4,32,"BbM7 | Bo7 | Cm7 | F7 |
BbM7 | Bo7 | Cm7 | F7 |
Bb7 | Bb7#11 | EbM7 | Dm7 G7 |
C7 | C7 | Cm7 | Cm7 F7 |
BbM7 | Bo7 | Cm7 | F7 |
BbM7 | Bo7 | Cm7 | F7 |
Bb7 | B7 E7 | EbM7 | Cm7b5 F7 |
BbM7 | Bo7 | Cm7 F7 | BbM7 F7#5#9 |",10,major,Bb,51.39999999999999,38,I biio ii V7 I biio ii V7 I7 V/IV IV iii V/II II7 II7 ii ii V7 I biio ii V7 I biio ii V7 I7 bII7 Vsub/IV IV iiø V7 I biio ii V7 I V7
Yesterday,John Lennon and Paul McCartney,F,4 4,29,"FM7 | Em7 A7 | Dm7 Dm7 Dm7 Dm7/C | Bb C7 |
FM7 FM7 FM7 C | Dm7 G7 | Bb FM7 FM7 FM7 | FM7 |
Em7 A7 | Dm7 Dm7 Dm7 Dm7/C | Bb C7 | FM7 FM7 FM7 C |
Dm7 G7 | Bb FM7 FM7 FM7 | Em7 A7 | Dm7 Dm7/C Bb F/A |
Gm7 C7 | FM7 | Em7 A7 | Dm7 Dm7/C Bb F/A |
Gm7 C7 | FM7 | FM7 | Em7 A7 |
Dm7 Dm7 Dm7 Dm7/C | Bb C7 | FM7 FM7 FM7 C | Dm7 G7 |
Bb FM7 FM7 FM7 |",5,major,F,127.40000000000002,75,I vii V/VI vi vi vi vi IV V7 I I I V vi II7 IV I I I I vii V/VI vi vi vi vi IV V7 I I I V vi II7 IV I I I vii V/VI vi vi IV I ii V7 I vii V/VI vi vi IV I ii V7 I I vii V/VI vi vi vi vi IV V7 I I I V vi II7 IV I I I
You Don't Have to Say You Love Me,Pino Donaggio and Vito Pallavicini,C,4 4,59,"Fm | Bbm/F Bbm | Bbm7 | C Db |
Fm | Fm | Bbm | Eb7 |
Ab | Db | Bbm | Gm7b5 G7b9 |
C7 | Fm Fm7 | Bbm | Eb7 |
Ab | Db | Bbm | Gm7b5 |
C7 | F Dm | Gm C7 | F Dm |
Gm7 C7 | F Am | Dm | Gm7 |
C | Fm | Bbm | Eb7 |
Ab | Db | Bbm | Gm7b5 G7b9 |
C7 C7 | Fm | Bbm | Eb |
Ab | Db | Bbm | Bbm7 |
C | F | Dm C | F |
Gm C7/E | F | D | G |
Am/E D | Bm/G | Am/E D7 | G/D F6 |
G F6 | G/D F6 | G |",5,minor,Fm,89.20000000000006,77,i iv iv iv V VI i i iv V/III III VI iv iiø V/V V7 i i iv V/III III VI iv iiø V7 I natvi ii V7 I natvi ii V7 I natiii natvi ii V i iv V/III III VI iv iiø V/V V7 V7 i iv bVII III VI iv iv V I natvi V I ii V7 I natVI II natiii natVI #iv natiii V/II II I II I II I II
What's New?,Bob Haggart,C,4 4,32,"CM69 | Bbm7 Eb7 | AbM7 | Dm7b5 G7alt |
Cm7 Am7b5 | Dm7b5 G7alt | CM7 Am7 | Dm7b5 G7 |
CM69 | Bbm7 Eb7 | AbM7 | Dm7b5 G7alt |
Cm7 Am7b5 | Dm7b5 G7alt | CM7 | Gm7 C7 |
FM7 | Ebm7 Ab7 | DbM7 | Gm7b5 C7alt |
Fm7 Dm7b5 | Gm7b5 C7alt | Fm7 | Dm7b5 G7 |
CM69 | Bbm7 Eb7 | AbM7 | Dm7b5 G7alt |
Cm7 Am7b5 | Dm7b5 G7alt | CM69 | Dm7 G7b9#11 |",0,minor,Cm,60.19999999999998,53,I bvii V/VI VI iiø V7 i natviø iiø V7 I natvi iiø V7 I bvii V/VI VI iiø V7 i natviø iiø V7 I v V/IV IV iii VI7 bII vø V/IV iv iiø vø V/IV iv iiø V7 I bvii V/VI VI iiø V7 i natviø iiø V7 I ii V7
Rain Check,Billy Strayhorn,F,4 4,32,"FM7 Gm7 | Abo7 F/A | BbM7 Am7 | Gm7 C7 |
FM7 Gm7 | Abo7 F/A | BbM7 Am7 | Gm7 C7 |
FM7 Gm7 | Abo7 F/A | BbM7 Am7 | Bm7 E7 |
AM7 F#7 | Bm7 E7 | Eb7 D7 | Db7 C7 |
FM7 Gm7 | Abo7 F/A | BbM7 Am7 | Gm7 C7 |
FM7 Gm7 | Abo7 F/A | BbM7 Am7 | Gm7 C7 |
FM7 | Cm7 F7 | BbM7 D7alt | Db7 C7 |
FM7 Gm7 | Abo7 F/A | Gm7 C7 | FM6 |",5,major,F,91.5,62,I ii biiio I IV iii ii V7 I ii biiio I IV iii ii V7 I ii biiio I IV iii #iv V/III III bII7 #iv VII7 Vsub/VI VI7 Vsub/V V7 I ii biiio I IV iii ii V7 I ii biiio I IV iii ii V7 I v V/IV IV VI7 Vsub/V V7 I ii biiio I ii V7 I
When I Was Young,Dave Brubeck,Bb,4 4,34,"BbM7 EbM7 | BbM7 G7 | Cm7 Ab7 | FM7 A7 |
Dm Eb | BbM7 Eb13#11 | Dm7 Gm7 | Cm7 B7 |
BbM7 EbM7 | BbM7 G7 | Cm7 Ab7 | FM7 A7 |
Dm Eb | BbM7 Eb13#11 | Dm7 Gm7 | Gm7 C7 |
F7 | D7 | G7 | C7 |
Fm7 | Bb7 | EbM7 | Ab7 |
BbM7 EbM7 | BbM7 G7 | Cm7 Ab7 | FM7 A7 |
Dm Eb | BbM7 Eb13#11 | D7 G7 | C7 F7 |
Bb6 Gm7 | Cm F7 |",10,major,Bb,77.9,60,I IV I V/II ii bVII7 V V/III iii IV I Vsub/III iii vi ii bII7 I IV I V/II ii bVII7 V V/III iii IV I Vsub/III iii vi vi V/V V7 V/VI V/II V/V v V/IV IV bVII7 I IV I V/II ii bVII7 V V/III iii IV I Vsub/III V/VI V/II V/V V7 I vi ii V7
You Do Something To Me,Cole Porter,Eb,4 4,32,"Eb6 | Am7 D7 | Eb6 | Fm7 Bb7 |
Eb6 | Gm7 C7b9 | Fm7 | Bb7 |
Fm | C7b9 | Fm7 | Gm7b5 C7b9 |
F7 | Cm7 F7 | Fm7 | Bb7 Ab7 |
Gm7 | F#o7 | Bb7/F | C7/E |
B7/D# | Bb7/D Dbo7 | Ab7/C B7#11 | Fm7b5 Bb7b9 |
Eb6 | Am7 D7 | Eb6 Ab7 | Gm7 C7 |
F7 | Fm7/Bb Bb13b9 | Eb6 | Fm7 Bb7b9 |",3,major,Eb,56.59999999999997,46,I #iv VII7 I ii V7 I iii V/II ii V7 ii V/II ii iiiø V/II II7 vi II7 ii V7 Vsub/III iii biiio V7 VI7 Vsub/V V7 bviio IV7 bVI7 iiø V7 I #iv VII7 I Vsub/III iii V/II II7 ii V7 I ii V7
Perhaps,Charlie Parker,C,4 4,12,"C7 | C7 | C7 | C7 |
F7 | F7 | C7 | Em7 A7b9 |
Dm7 | G7 | C7 | Dm7 G7 |",5,major,F,19.0,14,V7 V7 V7 V7 I7 I7 V7 vii V/VI vi V/V V7 vi II7
There Goes My Heart,Benny Davis and Abner Silver,Bb,4 4,32,"BbM7 | Dm7 G7 | Cm7 | F7 |
Cm7 | F7 | BbM7 | BbM7 |
Dm7b5 | G7 | Cm7 | Cm7 |
Gm7 | C7 | Cm7 | F7 |
BbM7 | Dm7 G7 | Cm7 | F7 |
Cm7 | F7 | BbM7 | BbM7 |
Dm7b5 | G7 | Cm7 | Ebm6 |
BbM7 | Cm7 F7 | Bb6 | Cm7 F7 |",10,major,Bb,59.19999999999999,36,I iii V/II ii V7 ii V7 I I iiiø V/II ii ii vi II7 ii V7 I iii V/II ii V7 ii V7 I I iiiø V/II ii iv I ii V7 I ii V7
Spring Will Be A Little Late This Year,Frank Loesser,Eb,4 4,32,"EbM7 EbM7 EbM7 Bb7#5 | Eb6 Eo7 | Fm7 | Bb7 |
Fm7 | Bb7 | EbM7 | Bbm7 Bbm7 Bbm7 Eb7 |
Ab7#11 Ab7#11 Ab7#11 Ao7 | EbM7 Cm7 | AbM7 Eb/G | Fm |
Ab7#11 Ab7#11 Ab7#11 Ao7 | EbM7 Cm7 | Fm7 | Bb7b9 |
EbM7 EbM7 EbM7 Bb7#5 | Eb6 Eo7 | Fm7 | Bb7 |
Fm7 | Bb7 | EbM7 | Bbm7 Bbm7 Bbm7 Eb7 |
Ab7#11 Ab7#11 Ab7#11 Ao7 | EbM7 | Fm7 Eb/G | Abm6 Bb7b9 |
EbM7 Bb7#5 | Eb6 Eo7 | Fm7 Bb7b9 | Eb6 Eb6 Fm7 Bb7 |",3,major,Eb,91.19999999999999,66,I I I V7 I biio ii V7 ii V7 I v v v V/IV IV7 IV7 IV7 #ivo I vi IV I ii IV7 IV7 IV7 #ivo I vi ii V7 I I I V7 I biio ii V7 ii V7 I v v v V/IV IV7 IV7 IV7 #ivo I ii I iv V7 I V7 I biio ii V7 I I ii V7
Smooch,Charles Mingus and Miles Davis,F,4 4,32,"DmM7 | Bbm7 Bbm7 A7#5#9 Eb7 | DmM7 | Cm7 Cm7 Bm7b5 E7 |
Bbm7 Eb7#11 | Bbm7 Eb7#11 | DmM7 Db7#11 | Em7b5 A7 |
DmM7 | Bbm7 Bbm7 A7#5#9 Eb7 | DmM7 | Cm7 Cm7 Bm7b5 E7 |
Bbm7 Eb7#11 | Bbm7 Eb7#11 | DmM7 Db7#11 | Em7b5 A7 |
Bbm7 Eb7#11 | Bbm7 Eb7#11 | FM7 FM7 Gm7 A7 | Dm7 Bb7#11 |
Bb7#11 A7#5 | Ab7#11 Gm7 | Em7b5 A7#5#9 | BbmM7 Eb7#11 |
DmM7 | Bbm7 Bbm7 A7#5#9 Eb7 | DmM7 | Cm7 Cm7 Bm7b5 E7 |
Bbm7 Eb7#11 | Bbm7 Eb7#11 | DmM7 Db7#11 | DmM7 |",8,major,Ab,74.49999999999999,71,#iv ii ii bII7 V7 #iv iii iii biiiø bVI7 ii V7 ii V7 #iv IV7 bviø bII7 #iv ii ii bII7 V7 #iv iii iii biiiø bVI7 ii V7 ii V7 #iv IV7 bviø bII7 ii V7 ii V7 VI VI vii bII7 #iv II7 II7 bII7 Vsub/VII vii bviø bII7 ii V7 #iv ii ii bII7 V7 #iv iii iii biiiø bVI7 ii V7 ii V7 #iv IV7 #iv
